IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.154.227,8880,8880,false,SIN,Asia Pacific,Singapore,23,7.78
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,7.78
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,22,7.78
8.219.184.92,8443,8443,true,SIN,Asia Pacific,Singapore,104,7.78
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,131,7.77
8.219.173.239,2053,2053,true,SIN,Asia Pacific,Singapore,173,7.77
8.219.60.130,8080,8080,false,SIN,Asia Pacific,Singapore,30,7.77
47.237.9.59,8443,8443,true,SIN,Asia Pacific,Singapore,112,7.77
8.222.209.223,2096,2096,true,SIN,Asia Pacific,Singapore,88,7.77
8.222.212.172,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.77
8.219.140.229,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.76
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,64,7.76
8.222.133.247,8080,8080,false,SIN,Asia Pacific,Singapore,11,7.76
8.219.129.38,8880,8880,false,SIN,Asia Pacific,Singapore,9,7.76
47.237.5.164,80,80,false,SIN,Asia Pacific,Singapore,18,7.76
47.236.125.4,2087,2087,true,SIN,Asia Pacific,Singapore,151,7.75
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,310,7.75
47.237.19.161,2053,2053,true,SIN,Asia Pacific,Singapore,65,7.75
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,7.75
8.218.126.53,80,80,false,HKG,Asia Pacific,Hong Kong,38,7.75
8.219.253.114,2086,2086,false,SIN,Asia Pacific,Singapore,48,7.75
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,192,7.75
47.245.87.167,2096,2096,true,SIN,Asia Pacific,Singapore,146,7.75
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,10,7.75
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,609,7.75
8.222.211.16,2083,2083,true,SIN,Asia Pacific,Singapore,95,7.74
8.210.66.190,2083,2083,true,HKG,Asia Pacific,Hong Kong,563,7.74
8.219.134.63,2087,2087,true,SIN,Asia Pacific,Singapore,269,7.74
8.218.3.12,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,7.74
8.222.224.17,80,80,false,SIN,Asia Pacific,Singapore,19,7.73
8.219.171.6,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.73
8.222.208.38,2053,2053,true,SIN,Asia Pacific,Singapore,125,7.73
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,189,7.73
47.236.172.41,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.73
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,426,7.73
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,7,7.72
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,57,7.72
8.222.138.164,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.72
8.222.249.98,8080,8080,false,SIN,Asia Pacific,Singapore,6,7.72
8.219.72.50,443,443,true,SIN,Asia Pacific,Singapore,118,7.72
8.219.183.31,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.72
47.236.144.156,2095,2095,false,SIN,Asia Pacific,Singapore,35,7.72
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,97,7.72
8.222.150.163,80,80,false,SIN,Asia Pacific,Singapore,26,7.72
8.222.213.221,8443,8443,true,SIN,Asia Pacific,Singapore,47,7.72
8.222.208.83,2053,2053,true,SIN,Asia Pacific,Singapore,83,7.71
8.219.250.70,2083,2083,true,SIN,Asia Pacific,Singapore,211,7.71
8.219.179.34,2087,2087,true,SIN,Asia Pacific,Singapore,167,7.71
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,526,7.71
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,460,7.71
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,129,7.70
8.219.60.130,8880,8880,false,SIN,Asia Pacific,Singapore,49,7.70
47.236.65.11,2053,2053,true,SIN,Asia Pacific,Singapore,88,7.70
8.222.255.15,2083,2083,true,SIN,Asia Pacific,Singapore,95,7.70
47.236.75.113,2096,2096,true,SIN,Asia Pacific,Singapore,120,7.69
8.222.202.163,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.69
47.237.27.71,2086,2086,false,SIN,Asia Pacific,Singapore,16,7.69
8.222.249.98,443,443,true,SIN,Asia Pacific,Singapore,48,7.69
8.219.228.193,443,443,true,SIN,Asia Pacific,Singapore,93,7.69
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,7.69
8.222.221.90,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.69
8.219.153.237,2086,2086,false,NRT,Asia Pacific,Tokyo,93,7.69
47.236.39.34,80,80,false,SIN,Asia Pacific,Singapore,15,7.69
8.218.105.223,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,7.69
47.236.163.95,2053,2053,true,SIN,Asia Pacific,Singapore,158,7.69
8.219.218.21,2083,2083,true,SIN,Asia Pacific,Singapore,117,7.68
8.222.160.176,8443,8443,true,SIN,Asia Pacific,Singapore,81,7.67
8.219.183.31,8443,8443,true,SIN,Asia Pacific,Singapore,220,7.67
8.219.152.195,2083,2083,true,SIN,Asia Pacific,Singapore,171,7.67
8.219.183.31,2082,2082,false,SIN,Asia Pacific,Singapore,36,7.67
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,27,7.67
47.236.204.110,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.67
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,31,7.67
8.222.212.219,8443,8443,true,SIN,Asia Pacific,Singapore,118,7.66
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,14,7.66
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,144,7.66
8.219.60.54,2052,2052,false,SIN,Asia Pacific,Singapore,19,7.66
8.222.140.185,80,80,false,SIN,Asia Pacific,Singapore,28,7.66
8.222.219.34,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.66
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,112,7.66
8.219.206.53,2087,2087,true,SIN,Asia Pacific,Singapore,142,7.66
8.219.248.170,2083,2083,true,SIN,Asia Pacific,Singapore,140,7.66
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,7.66
8.219.6.187,8443,8443,true,SIN,Asia Pacific,Singapore,217,7.65
8.219.204.120,2083,2083,true,SIN,Asia Pacific,Singapore,185,7.65
8.222.237.131,2053,2053,true,SIN,Asia Pacific,Singapore,114,7.65
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,23,7.65
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,131,7.65
8.218.149.193,80,80,false,HKG,Asia Pacific,Hong Kong,187,7.65
8.210.65.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,7.64
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,192,7.64
8.222.208.38,2096,2096,true,SIN,Asia Pacific,Singapore,102,7.64
8.222.229.22,2052,2052,false,SIN,Asia Pacific,Singapore,22,7.64
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,150,7.64
8.219.3.53,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.63
8.222.253.235,2096,2096,true,SIN,Asia Pacific,Singapore,84,7.63
47.236.97.111,2095,2095,false,SIN,Asia Pacific,Singapore,10,7.63
47.76.146.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,7.63
8.219.186.189,2087,2087,true,SIN,Asia Pacific,Singapore,276,7.63
47.243.162.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,534,7.63
47.236.149.107,2083,2083,true,SIN,Asia Pacific,Singapore,195,7.63
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.62
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.62
8.219.245.187,443,443,true,SIN,Asia Pacific,Singapore,177,7.62
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,7.62
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,10,7.62
8.218.142.253,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,7.62
47.245.118.197,2087,2087,true,SIN,Asia Pacific,Singapore,62,7.62
47.236.175.189,2053,2053,true,SIN,Asia Pacific,Singapore,100,7.61
47.237.27.69,2096,2096,true,SIN,Asia Pacific,Singapore,122,7.61
8.218.122.55,443,443,true,HKG,Asia Pacific,Hong Kong,84,7.61
8.218.3.12,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,7.61
47.243.70.197,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,7.61
8.219.210.226,2087,2087,true,SIN,Asia Pacific,Singapore,118,7.60
8.219.222.98,8443,8443,true,SIN,Asia Pacific,Singapore,112,7.60
8.219.247.203,2083,2083,true,SIN,Asia Pacific,Singapore,174,7.60
8.219.213.133,2082,2082,false,SIN,Asia Pacific,Singapore,15,7.60
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,118,7.60
47.236.125.4,2083,2083,true,SIN,Asia Pacific,Singapore,53,7.59
47.245.102.156,2083,2083,true,SIN,Asia Pacific,Singapore,162,7.59
8.222.149.233,2052,2052,false,SIN,Asia Pacific,Singapore,17,7.59
8.218.146.204,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,7.59
8.217.193.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,572,7.59
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,34,7.59
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,106,7.59
8.222.224.17,2053,2053,true,SIN,Asia Pacific,Singapore,113,7.59
47.236.155.170,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.59
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,7.59
8.222.166.117,2053,2053,true,SIN,Asia Pacific,Singapore,26,7.58
8.218.85.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,7.58
47.245.82.208,2087,2087,true,SIN,Asia Pacific,Singapore,113,7.58
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,61,7.58
8.222.229.102,2096,2096,true,SIN,Asia Pacific,Singapore,89,7.58
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.58
47.236.163.221,2053,2053,true,SIN,Asia Pacific,Singapore,65,7.57
8.219.242.131,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.57
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,9,7.57
8.222.172.23,8443,8443,true,SIN,Asia Pacific,Singapore,24,7.57
47.76.146.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,7.57
47.236.204.152,2052,2052,false,SIN,Asia Pacific,Singapore,7,7.57
47.236.145.85,2053,2053,true,SIN,Asia Pacific,Singapore,179,7.56
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,129,7.56
47.236.149.160,2096,2096,true,SIN,Asia Pacific,Singapore,74,7.56
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,7.56
8.219.196.24,2053,2053,true,SIN,Asia Pacific,Singapore,104,7.56
8.222.252.150,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.55
8.218.105.223,2053,2053,true,HKG,Asia Pacific,Hong Kong,104,7.55
8.219.249.38,8880,8880,false,SIN,Asia Pacific,Singapore,45,7.55
8.219.215.214,8443,8443,true,SIN,Asia Pacific,Singapore,146,7.54
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,21,7.54
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,115,7.54
8.222.130.156,2096,2096,true,SIN,Asia Pacific,Singapore,70,7.53
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,885,7.53
47.236.174.206,2083,2083,true,SIN,Asia Pacific,Singapore,93,7.53
47.236.119.253,8080,8080,false,SIN,Asia Pacific,Singapore,34,7.53
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,7.53
47.236.97.111,8443,8443,true,SIN,Asia Pacific,Singapore,78,7.53
8.219.220.88,2083,2083,true,SIN,Asia Pacific,Singapore,113,7.53
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,209,7.52
8.219.230.254,2053,2053,true,SIN,Asia Pacific,Singapore,132,7.52
8.219.56.205,2082,2082,false,SIN,Asia Pacific,Singapore,3,7.52
47.236.198.189,2096,2096,true,SIN,Asia Pacific,Singapore,88,7.52
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,83,7.52
8.222.191.158,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.52
8.222.208.83,8880,8880,false,SIN,Asia Pacific,Singapore,16,7.52
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,163,7.52
47.236.167.231,2096,2096,true,SIN,Asia Pacific,Singapore,12,7.52
8.219.43.243,2083,2083,true,SIN,Asia Pacific,Singapore,94,7.52
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,7.52
47.236.207.133,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.51
8.222.133.247,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.51
47.236.192.198,2096,2096,true,SIN,Asia Pacific,Singapore,118,7.51
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,6,7.51
8.222.224.17,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.50
47.236.158.158,2087,2087,true,SIN,Asia Pacific,Singapore,167,7.50
47.245.85.28,2052,2052,false,NRT,Asia Pacific,Tokyo,113,7.50
8.219.242.131,80,80,false,SIN,Asia Pacific,Singapore,135,7.50
8.222.211.124,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.50
47.236.227.21,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.49
8.219.255.171,8443,8443,true,SIN,Asia Pacific,Singapore,133,7.49
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,7.49
8.222.214.13,8080,8080,false,SIN,Asia Pacific,Singapore,6,7.49
8.219.195.47,2096,2096,true,SIN,Asia Pacific,Singapore,62,7.49
8.219.122.96,2053,2053,true,SIN,Asia Pacific,Singapore,165,7.49
8.219.250.70,2087,2087,true,SIN,Asia Pacific,Singapore,418,7.48
47.236.169.236,8443,8443,true,SIN,Asia Pacific,Singapore,106,7.48
8.219.195.47,2096,2096,true,SIN,Asia Pacific,Singapore,233,7.48
8.219.201.8,2052,2052,false,SIN,Asia Pacific,Singapore,37,7.48
47.237.19.161,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.48
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,86,7.48
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,7.47
47.243.70.197,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,7.47
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.47
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,275,7.47
47.236.92.191,2083,2083,true,SIN,Asia Pacific,Singapore,131,7.47
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,25,7.47
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,44,7.47
47.237.9.59,2096,2096,true,SIN,Asia Pacific,Singapore,94,7.47
8.219.215.214,443,443,true,SIN,Asia Pacific,Singapore,120,7.47
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,31,7.47
47.237.9.59,2082,2082,false,SIN,Asia Pacific,Singapore,29,7.46
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,22,7.46
47.236.148.174,2096,2096,true,SIN,Asia Pacific,Singapore,136,7.46
8.219.250.70,8443,8443,true,SIN,Asia Pacific,Singapore,154,7.46
8.222.226.15,2082,2082,false,SIN,Asia Pacific,Singapore,3,7.45
8.222.145.164,2053,2053,true,SIN,Asia Pacific,Singapore,163,7.45
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,465,7.45
47.236.179.182,2053,2053,true,SIN,Asia Pacific,Singapore,35,7.45
8.219.228.193,8443,8443,true,SIN,Asia Pacific,Singapore,321,7.45
8.219.195.47,2052,2052,false,SIN,Asia Pacific,Singapore,12,7.45
8.222.155.242,80,80,false,SIN,Asia Pacific,Singapore,8,7.45
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,183,7.44
8.219.247.53,2087,2087,true,SIN,Asia Pacific,Singapore,62,7.44
47.237.5.164,2053,2053,true,SIN,Asia Pacific,Singapore,44,7.44
8.219.178.101,2096,2096,true,SIN,Asia Pacific,Singapore,335,7.44
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,40,7.44
8.219.53.207,2087,2087,true,SIN,Asia Pacific,Singapore,75,7.44
47.236.207.133,80,80,false,SIN,Asia Pacific,Singapore,16,7.44
8.219.213.133,8080,8080,false,SIN,Asia Pacific,Singapore,7,7.44
8.222.144.219,2087,2087,true,SIN,Asia Pacific,Singapore,88,7.44
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.43
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,14,7.43
8.219.230.254,2095,2095,false,SIN,Asia Pacific,Singapore,33,7.43
8.219.55.31,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.43
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,63,7.43
47.245.115.6,443,443,true,SIN,Asia Pacific,Singapore,94,7.43
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,21,7.43
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,127,7.43
8.218.105.223,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,7.43
8.222.164.44,8443,8443,true,SIN,Asia Pacific,Singapore,50,7.43
47.237.80.66,80,80,false,SIN,Asia Pacific,Singapore,22,7.43
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,12,7.43
8.222.229.22,80,80,false,SIN,Asia Pacific,Singapore,6,7.42
8.219.210.64,8080,8080,false,SIN,Asia Pacific,Singapore,60,7.41
8.222.187.107,8443,8443,true,SIN,Asia Pacific,Singapore,48,7.41
47.236.73.123,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.41
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,7.41
47.236.172.95,2087,2087,true,SIN,Asia Pacific,Singapore,302,7.41
8.222.140.87,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.41
8.218.207.169,2096,2096,true,HKG,Asia Pacific,Hong Kong,93,7.41
47.236.87.246,2096,2096,true,SIN,Asia Pacific,Singapore,80,7.41
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,7.41
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,7.40
8.222.167.147,2087,2087,true,SIN,Asia Pacific,Singapore,87,7.40
47.245.108.213,8443,8443,true,SIN,Asia Pacific,Singapore,84,7.40
8.218.110.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,7.40
8.222.145.110,8443,8443,true,SIN,Asia Pacific,Singapore,142,7.40
8.222.137.192,8080,8080,false,SIN,Asia Pacific,Singapore,24,7.39
8.219.241.189,2087,2087,true,SIN,Asia Pacific,Singapore,117,7.39
8.219.140.229,8443,8443,true,SIN,Asia Pacific,Singapore,78,7.39
47.236.88.181,2082,2082,false,SIN,Asia Pacific,Singapore,23,7.39
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,7.39
8.219.53.142,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.39
47.236.99.131,2087,2087,true,SIN,Asia Pacific,Singapore,78,7.39
47.237.19.161,2052,2052,false,SIN,Asia Pacific,Singapore,21,7.39
47.237.70.15,2087,2087,true,SIN,Asia Pacific,Singapore,111,7.39
47.236.171.112,2086,2086,false,SIN,Asia Pacific,Singapore,19,7.39
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,7.38
8.219.215.214,443,443,true,SIN,Asia Pacific,Singapore,154,7.38
8.219.240.160,443,443,true,SIN,Asia Pacific,Singapore,155,7.38
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,42,7.38
8.219.209.14,2082,2082,false,SIN,Asia Pacific,Singapore,67,7.38
8.222.190.225,8080,8080,false,SIN,Asia Pacific,Singapore,11,7.38
47.236.169.236,2083,2083,true,SIN,Asia Pacific,Singapore,97,7.37
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,16,7.37
8.222.197.251,2053,2053,true,SIN,Asia Pacific,Singapore,148,7.37
47.236.88.85,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.37
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,7.37
8.222.221.109,8443,8443,true,SIN,Asia Pacific,Singapore,66,7.37
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,18,7.36
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,7.36
8.217.193.25,80,80,false,HKG,Asia Pacific,Hong Kong,114,7.36
8.219.213.133,2096,2096,true,SIN,Asia Pacific,Singapore,128,7.36
47.236.244.37,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.36
8.222.168.24,2095,2095,false,SIN,Asia Pacific,Singapore,5,7.35
8.219.222.8,80,80,false,SIN,Asia Pacific,Singapore,10,7.35
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.35
47.245.113.75,80,80,false,SIN,Asia Pacific,Singapore,8,7.35
47.236.244.37,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.34
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,21,7.34
8.222.224.17,2053,2053,true,SIN,Asia Pacific,Singapore,90,7.34
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,89,7.34
8.222.166.117,8443,8443,true,SIN,Asia Pacific,Singapore,93,7.33
8.219.193.22,2095,2095,false,SIN,Asia Pacific,Singapore,17,7.33
47.88.15.127,443,443,true,SJC,North America,San Jose,176,7.33
47.236.97.58,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.33
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.33
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,53,7.32
8.210.21.65,443,443,true,HKG,Asia Pacific,Hong Kong,36,7.32
8.217.251.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,7.32
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,66,7.32
8.219.247.203,8443,8443,true,SIN,Asia Pacific,Singapore,17,7.32
47.236.163.221,2096,2096,true,SIN,Asia Pacific,Singapore,44,7.32
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,15,7.32
47.237.27.69,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.31
8.219.248.47,2087,2087,true,SIN,Asia Pacific,Singapore,112,7.31
8.222.129.245,2052,2052,false,SIN,Asia Pacific,Singapore,134,7.31
8.218.2.181,2052,2052,false,HKG,Asia Pacific,Hong Kong,348,7.31
8.219.247.203,2086,2086,false,SIN,Asia Pacific,Singapore,95,7.31
47.74.45.143,2083,2083,true,NRT,Asia Pacific,Tokyo,71,7.31
8.222.213.221,2087,2087,true,SIN,Asia Pacific,Singapore,113,7.31
47.237.27.71,80,80,false,SIN,Asia Pacific,Singapore,9,7.31
8.222.221.109,2053,2053,true,SIN,Asia Pacific,Singapore,128,7.31
8.222.171.223,2053,2053,true,SIN,Asia Pacific,Singapore,99,7.31
47.237.3.57,2086,2086,false,SIN,Asia Pacific,Singapore,16,7.30
47.245.80.39,2096,2096,true,SIN,Asia Pacific,Singapore,121,7.30
8.217.147.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,7.30
47.237.80.66,2052,2052,false,SIN,Asia Pacific,Singapore,30,7.30
8.219.213.112,443,443,true,SIN,Asia Pacific,Singapore,123,7.30
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,10,7.30
8.218.188.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,216,7.30
8.219.210.226,2096,2096,true,SIN,Asia Pacific,Singapore,138,7.29
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,33,7.29
8.219.195.47,443,443,true,SIN,Asia Pacific,Singapore,160,7.29
47.245.90.176,2053,2053,true,SIN,Asia Pacific,Singapore,144,7.29
8.219.185.191,2087,2087,true,SIN,Asia Pacific,Singapore,106,7.29
8.222.167.8,8443,8443,true,SIN,Asia Pacific,Singapore,134,7.28
8.219.3.53,2087,2087,true,SIN,Asia Pacific,Singapore,101,7.28
47.236.176.144,2052,2052,false,SIN,Asia Pacific,Singapore,12,7.28
8.219.70.117,2082,2082,false,SIN,Asia Pacific,Singapore,8,7.28
8.219.201.245,2086,2086,false,SIN,Asia Pacific,Singapore,26,7.28
47.236.144.48,2096,2096,true,SIN,Asia Pacific,Singapore,92,7.28
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,7.28
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,25,7.28
8.219.53.142,8443,8443,true,SIN,Asia Pacific,Singapore,18,7.28
8.222.214.13,2052,2052,false,SIN,Asia Pacific,Singapore,5,7.27
8.219.188.162,8443,8443,true,SIN,Asia Pacific,Singapore,143,7.27
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,136,7.27
47.236.168.17,8443,8443,true,SIN,Asia Pacific,Singapore,109,7.27
47.236.189.173,2052,2052,false,SIN,Asia Pacific,Singapore,33,7.27
8.219.220.122,2082,2082,false,SIN,Asia Pacific,Singapore,40,7.27
8.219.151.193,2052,2052,false,SIN,Asia Pacific,Singapore,28,7.27
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,31,7.27
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,25,7.27
8.219.198.34,2087,2087,true,SIN,Asia Pacific,Singapore,115,7.27
47.237.9.179,2086,2086,false,SIN,Asia Pacific,Singapore,13,7.27
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,21,7.26
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,64,7.26
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,91,7.26
8.222.212.172,2086,2086,false,SIN,Asia Pacific,Singapore,10,7.26
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,4,7.26
8.219.233.6,2053,2053,true,SIN,Asia Pacific,Singapore,188,7.26
47.236.207.133,2052,2052,false,SIN,Asia Pacific,Singapore,20,7.26
47.236.124.115,2053,2053,true,SIN,Asia Pacific,Singapore,103,7.26
8.219.51.49,2087,2087,true,SIN,Asia Pacific,Singapore,122,7.25
8.222.244.123,443,443,true,SIN,Asia Pacific,Singapore,135,7.25
8.219.195.47,2053,2053,true,SIN,Asia Pacific,Singapore,120,7.25
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,7.25
47.237.73.52,80,80,false,NRT,Asia Pacific,Tokyo,98,7.25
8.219.122.96,8443,8443,true,SIN,Asia Pacific,Singapore,308,7.25
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,11,7.25
47.236.166.131,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.25
47.236.166.76,8080,8080,false,SIN,Asia Pacific,Singapore,37,7.25
8.219.53.222,2096,2096,true,SIN,Asia Pacific,Singapore,69,7.25
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,243,7.25
47.236.249.41,80,80,false,SIN,Asia Pacific,Singapore,9,7.24
